id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
521,2015,Chennai,11-04-2015,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,45.0,0.0,BB McCullum,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,
515,2014,Mumbai,28-05-2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,7.0,SK Raina,Brabourne Stadium,VA Kulkarni,BNJ Oxenford,
11469,2020,Dubai,01-11-2020,Kolkata Knight Riders,Rajasthan Royals,,,normal,0,,,,,Dubai International Cricket Stadium,,,
329,2012,Bangalore,17-04-2012,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,bat,normal,0,Royal Challengers Bangalore,0.0,6.0,CH Gayle,M Chinnaswamy Stadium,S Asnani,S Das,
261,2011,Jaipur,24-04-2011,Kochi Tuskers Kerala,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,8.0,SK Warne,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore,
221,2010,Mumbai,13-04-2010,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Mumbai Indians,39.0,0.0,KA Pollard,Brabourne Stadium,S Asnani,DJ Harper,
615,2016,Chandigarh,09-05-2016,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,1.0,0.0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,HDPK Dharmasena,
11325,2019,Delhi,18-04-2019,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Mumbai Indians,40.0,0.0,HH Pandya,Feroz Shah Kotla Ground,Nigel Llong,Bruce Oxenford,Anil Chaudhary
461,2014,Abu Dhabi,18-04-2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,4.0,AM Rahane,Sheikh Zayed Stadium,BF Bowden,RK Illingworth,
11143,2019,Bengaluru,28-03-2019,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,6.0,0.0,JJ Bumrah,M. Chinnaswamy Stadium,S Ravi,O Nandan,Yeshwant Barde
536,2015,Ahmedabad,21-04-2015,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,0,Kings XI Punjab,0.0,0.0,SE Marsh,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,
165,2009,Bloemfontein,17-05-2009,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,14.0,0.0,AB de Villiers,OUTsurance Oval,SS Hazare,IL Howell,
625,2016,Visakhapatnam,17-05-2016,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,1,Rising Pune Supergiants,19.0,0.0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,C Shamshuddin,
449,2013,Hyderabad,17-05-2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,23.0,0.0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AK Chaudhary,
61,2008,Chandigarh,19-04-2008,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33.0,0.0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",MR Benson,SL Shastri,
11419,2020,Sharjah,22-09-2020,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Rajasthan Royals,16.0,0.0,Sanju Samson,Sharjah Cricket Stadium,,,
621,2016,Kolkata,14-05-2016,Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,bat,normal,1,Kolkata Knight Riders,0.0,8.0,YK Pathan,Eden Gardens,A Nand Kishore,BNJ Oxenford,
140,2009,Port Elizabeth,02-05-2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Rajasthan Royals,0.0,3.0,YK Pathan,St George's Park,S Asnani,BG Jerling,
265,2011,Kochi,27-04-2011,Deccan Chargers,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Deccan Chargers,55.0,0.0,I Sharma,Nehru Stadium,HDPK Dharmasena,AL Hill,
94,2008,Chandigarh,12-05-2008,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0.0,9.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,I Shivram,
568,2015,Hyderabad,15-05-2015,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,1,Royal Challengers Bangalore,0.0,6.0,V Kohli,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
487,2014,Ahmedabad,08-05-2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,32.0,0.0,B Kumar,"Sardar Patel Stadium, Motera",AK Chaudhary,NJ Llong,
514,2014,Kolkata,27-05-2014,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,28.0,0.0,UT Yadav,Eden Gardens,NJ Llong,S Ravi,
426,2013,Pune,02-05-2013,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,17.0,0.0,AB de Villiers,Subrata Roy Sahara Stadium,Aleem Dar,C Shamshuddin,
151,2009,Kimberley,09-05-2009,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,3.0,DPMD Jayawardene,De Beers Diamond Oval,GAV Baxter,AM Saheba,
399,2013,Chennai,15-04-2013,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,0,Pune Warriors,24.0,0.0,SPD Smith,"MA Chidambaram Stadium, Chepauk",Asad Rauf,AK Chaudhary,
624,2016,Kolkata,16-05-2016,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,9.0,V Kohli,Eden Gardens,CB Gaffaney,A Nand Kishore,
405,2013,Hyderabad,19-04-2013,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0.0,5.0,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,CK Nandan,
301,2011,Delhi,21-05-2011,Delhi Daredevils,Pune Warriors,Delhi Daredevils,bat,no result,0,,0.0,0.0,,Feroz Shah Kotla,SS Hazare,RJ Tucker,
73,2008,Chandigarh,27-04-2008,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Kings XI Punjab,0.0,4.0,SM Katich,"Punjab Cricket Association Stadium, Mohali",RE Koertzen,I Shivram,
375,2012,Pune,19-05-2012,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,34.0,0.0,Shakib Al Hasan,Subrata Roy Sahara Stadium,S Asnani,BR Doctrove,
24,2017,Mumbai,22-04-2017,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,14.0,0.0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,
447,2013,Mumbai,15-05-2013,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,14.0,0.0,AP Tare,Wankhede Stadium,Asad Rauf,S Asnani,
333,2012,Chandigarh,20-04-2012,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,5.0,CH Gayle,"Punjab Cricket Association Stadium, Mohali",S Ravi,RJ Tucker,
226,2010,Bangalore,17-04-2010,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,57.0,0.0,R McLaren,M Chinnaswamy Stadium,HDPK Dharmasena,SJA Taufel,
11465,2020,Abu Dhabi,30-10-2020,Kings XI Punjab,Rajasthan Royals,,,normal,0,,,,,Sheikh Zayed Stadium,,,
7904,2018,Bengaluru,15-04-2018,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,19.0,0.0,SV Samson,M Chinnaswamy Stadium,C Shamshuddin,S Ravi,A.D Deshmukh
544,2015,Chandigarh,27-04-2015,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,20.0,0.0,TA Boult,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,CB Gaffaney,
11454,2020,Abu Dhabi,21-10-2020,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,0.0,8.0,Mohammed Siraj,Sheikh Zayed Stadium,,,
564,2015,Hyderabad,11-05-2015,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,5.0,0.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
303,2011,Kolkata,22-05-2011,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,5.0,JEC Franklin,Eden Gardens,SK Tarapore,SJA Taufel,
626,2016,Bangalore,18-05-2016,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,1,Royal Challengers Bangalore,82.0,0.0,V Kohli,M Chinnaswamy Stadium,KN Ananthapadmanabhan,M Erasmus,
622,2016,Chandigarh,15-05-2016,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0.0,7.0,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,M Erasmus,
7944,2018,Bengaluru,17-05-2018,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,14.0,0.0,AB de Villiers,M Chinnaswamy Stadium,S Ravi,Anil Dandekar,C Shamshuddin
249,2011,Hyderabad,16-04-2011,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,8.0,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,S Ravi,
11140,2019,Jaipur,25-03-2019,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,14.0,0.0,CH Gayle,Sawai Mansingh Stadium,C Shamshuddin,KN Anantapadmanabhan,Bruce Oxenford
535,2015,Delhi,20-04-2015,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,6.0,UT Yadav,Feroz Shah Kotla,SD Fry,CB Gaffaney,
7939,2018,Pune,13-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,8.0,AT Rayudu,Maharashtra Cricket Association Stadium,Marais Erasmus,Yeshwant Barde,Anil Dandekar
570,2015,Mumbai,16-05-2015,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,9.0,0.0,SR Watson,Brabourne Stadium,RM Deshpande,RK Illingworth,
118,2009,Cape Town,18-04-2009,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,19.0,0.0,SR Tendulkar,Newlands,BR Doctrove,K Hariharan,
534,2015,Bangalore,19-04-2015,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,18.0,0.0,Harbhajan Singh,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,
620,2016,Bangalore,14-05-2016,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,144.0,0.0,AB de Villiers,M Chinnaswamy Stadium,AY Dandekar,VK Sharma,
11343,2019,Mohali,03-05-2019,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,7.0,S Gill,IS Bindra Stadium,Bruce Oxenford,C Shamshuddin,KN Ananthapadmanabhan
312,2012,Bangalore,07-04-2012,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,20.0,0.0,AB de Villiers,M Chinnaswamy Stadium,S Asnani,S Ravi,
81,2008,Chandigarh,03-05-2008,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kings XI Punjab,9.0,0.0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",DJ Harper,I Shivram,
373,2012,Hyderabad,18-05-2012,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,0,Deccan Chargers,0.0,5.0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel,
519,2015,Chennai,09-04-2015,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,1.0,0.0,A Nehra,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,
220,2010,Nagpur,12-04-2010,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,13.0,0.0,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",RE Koertzen,RB Tiffin,
336,2012,Mumbai,22-04-2012,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0.0,6.0,SE Marsh,Wankhede Stadium,S Ravi,RJ Tucker,
251,2011,Kolkata,17-04-2011,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,8.0,L Balaji,Eden Gardens,Aleem Dar,RB Tiffin,
445,2013,Ranchi,15-05-2013,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Pune Warriors,7.0,0.0,MK Pandey,JSCA International Stadium Complex,NJ Llong,K Srinath,
473,2014,Sharjah,27-04-2014,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Delhi Daredevils,0.0,6.0,M Vijay,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,
551,2015,Hyderabad,02-05-2015,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Sunrisers Hyderabad,22.0,0.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,K Srinivasan,
403,2013,Jaipur,17-04-2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Rajasthan Royals,87.0,0.0,AM Rahane,Sawai Mansingh Stadium,Aleem Dar,C Shamshuddin,
11429,2020,Dubai,02-10-2020,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,7.0,0.0,Priyam Garg,Dubai International Cricket Stadium,,,
368,2012,Kolkata,14-05-2012,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,5.0,MEK Hussey,Eden Gardens,JD Cloete,SJA Taufel,
7919,2018,Delhi,27-04-2018,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Daredevils,55.0,0.0,SS Iyer,Feroz Shah Kotla,C Shamshuddin,S Ravi,A Nanda Kishore
190,2010,Chennai,21-03-2010,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,tie,0,Kings XI Punjab,0.0,0.0,J Theron,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper,
7921,2018,Jaipur,29-04-2018,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,11.0,0.0,KS Williamson,Sawai Mansingh Stadium,Bruce Oxenford,A Nanda Kishore,S Ravi
159,2009,Durban,14-05-2009,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,0.0,2.0,LRPL Taylor,Kingsmead,BR Doctrove,DJ Harper,
432,2013,Bangalore,09-04-2013,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Royal Challengers Bangalore,0.0,7.0,V Kohli,M Chinnaswamy Stadium,S Ravi,SJA Taufel,
147,2009,Centurion,06-05-2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,19.0,0.0,RG Sharma,SuperSport Park,MR Benson,HDPK Dharmasena,
518,2015,Kolkata,08-04-2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,7.0,M Morkel,Eden Gardens,S Ravi,C Shamshuddin,
390,2013,Mumbai,09-04-2013,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Mumbai Indians,44.0,0.0,KD Karthik,Wankhede Stadium,M Erasmus,VA Kulkarni,
274,2011,Delhi,02-05-2011,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0.0,7.0,P Parameswaran,Feroz Shah Kotla,Asad Rauf,SL Shastri,
526,2015,Ahmedabad,14-04-2015,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0.0,7.0,SPD Smith,"Sardar Patel Stadium, Motera",AK Chaudhary,SD Fry,
181,2010,Bangalore,16-03-2010,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,0,Royal Challengers Bangalore,0.0,8.0,JH Kallis,M Chinnaswamy Stadium,S Das,DJ Harper,
38,2017,Pune,01-05-2017,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0.0,5.0,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,
80,2008,Hyderabad,25-05-2008,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Royal Challengers Bangalore,0.0,5.0,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,RE Koertzen,
11141,2019,Delhi,26-03-2019,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Chennai Super Kings,0.0,6.0,SR Watson,Feroz Shah Kotla Ground,Marais Erasmus,Nitin Menon,Anil Dandekar
131,2009,Durban,27-04-2009,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0.0,6.0,HH Gibbs,Kingsmead,IL Howell,TH Wijewardene,
166,2009,Centurion,18-05-2009,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0.0,7.0,BJ Hodge,SuperSport Park,SJA Taufel,RB Tiffin,
330,2012,Chandigarh,18-04-2012,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0.0,8.0,G Gambhir,"Punjab Cricket Association Stadium, Mohali",JD Cloete,RJ Tucker,
495,2014,Bangalore,13-05-2014,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,16.0,0.0,Yuvraj Singh,M Chinnaswamy Stadium,K Srinath,RJ Tucker,
162,2009,Port Elizabeth,16-05-2009,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,0.0,7.0,ML Hayden,St George's Park,SK Tarapore,SJA Taufel,
